cancer_type,n_samples,Gene,n_samp_mut,frac_samp_mut,n_mut,mut_norm,age_diff,age_diff_l,age_diff_h,age_diff_p
BLCA,452,PIK3CA,96,0.21238938053097345,104,8.9964316758407,-0.4683441646622697,-2.385930388780479,1.4492420594559394,0.333
BLCA,452,PSIP1,15,0.033185840707964605,16,4.244075122748424,7.103771219953117,2.2209284834505407,11.986613956455693,0.997
BLCA,452,PTEN,14,0.030973451327433628,15,3.0959255045092617,-0.5337287800468857,-5.576635882746723,4.509178322652952,0.412
BLCA,452,RB1,62,0.13716814159292035,70,6.462452893804478,2.566271219953123,0.2300470102718477,4.902495429634397,0.971
BLCA,452,RBM10,17,0.03761061946902655,17,2.0504162357733473,-0.39255230945865094,-5.129672440834101,4.344567821916799,0.462
BLCA,452,RHOA,15,0.033185840707964605,16,14.660851619888547,1.4162712199531171,-3.4665715165494593,6.2991139564556935,0.715
BLCA,452,RHOB,29,0.06415929203539823,33,13.96781009344077,5.090513644195539,1.6897225298865588,8.49130475850452,0.995
BLCA,452,RXRA,24,0.05309734513274336,24,5.402824638538841,4.2079378866197885,0.22066326550408188,8.195212507735494,0.985
BLCA,452,SF1,14,0.030973451327433628,19,2.73602416461006,-7.596886674783725,-12.077880232560489,-3.115893117006962,0.005
BLCA,452,SF3B1,23,0.05088495575221239,23,1.53349137633317,3.9706190460400705,-0.10235574207825682,8.043593834158397,0.97
BLCA,452,SPTAN1,42,0.09292035398230089,65,2.951331424803133,-2.041421087739195,-4.465664656945004,0.38282248146661324,0.245
BLCA,452,STAG2,59,0.13053097345132744,67,5.125232702815647,-0.4232810188528475,-2.8111350421537487,1.9645730044480536,0.381
BLCA,452,TP53,191,0.4225663716814159,219,66.47363404926739,0.5064538683549387,-0.8171306323511545,1.8300383690610318,0.755
BLCA,452,TSC1,30,0.06637168141592921,31,6.597383228949846,-1.9143739413372032,-5.42305444893767,1.5943065662632638,0.173
BLCA,452,TXNIP,18,0.03982300884955752,22,6.433155588400648,4.666271219953117,0.5018162570713915,8.830726182834843,0.97
BLCA,452,ZFP36L1,23,0.05088495575221239,25,6.641171170734912,2.8262712199531137,-1.080499231631622,6.733041671537849,0.892
BRCA,1562,AKT1,38,0.024327784891165175,38,8.057906023164174,-4.389592866858749,-8.80874604435214,0.029560310634643372,0.028
BRCA,1562,ARID1A,55,0.035211267605633804,56,2.8339630817733834,-1.696923693926422,-5.338571112955851,1.9447237251030067,0.198
BRCA,1562,BRCA1,17,0.01088348271446863,17,1.0939002856616196,-3.355537139304573,-9.95970866103826,3.248634382429114,0.167
BRCA,1562,CASP8,15,0.009603072983354673,16,5.699259696192581,-2.116566551069276,-8.923850315113327,4.690717212974776,0.287
BRCA,1562,CBFB,19,0.012163892445582587,19,10.572429888548738,1.3998808173517787,-4.847297763067849,7.6470593977714065,0.677
BRCA,1562,CDH1,123,0.07874519846350832,124,14.406282720160636,3.9483528037694384,1.4976625607357574,6.399043046803119,0.999
BRCA,1562,CDKN1B,8,0.005121638924455826,8,4.341881400831181,-3.054066551069276,-12.67943070479299,6.571297602654438,0.284
BRCA,1562,CHD4,29,0.01856594110115237,30,1.8182589824006978,-0.879066551069279,-5.8518392433089215,4.0937061411703635,0.345
BRCA,1562,CTCF,25,0.016005121638924456,26,3.8328698989890198,-0.33291270491542946,-5.674086912730472,5.008261502899613,0.47
BRCA,1562,ERBB2,47,0.030089628681177975,55,5.025784778993642,-1.542702914705643,-5.217231412292241,2.1318255828809547,0.261
BRCA,1562,FBXW7,16,0.010243277848911651,16,2.5319959478307803,-0.9290665510692762,-7.736350315113328,5.878217212974776,0.376
BRCA,1562,FOXA1,37,0.023687580025608196,40,8.614406932445421,10.045933448930718,5.738498187005734,14.353368710855701,1
BRCA,1562,GATA3,124,0.0793854033290653,132,30.440978309731324,-4.633612005614729,-7.009268479349982,-2.2579555318794764,0.001
BRCA,1562,GPS2,12,0.0076824583866837385,12,3.938874793843463,-8.929066551069276,-16.78879215230636,-1.069340949832191,0.016
BRCA,1562,KMT2C,123,0.07874519846350832,137,3.055070640025668,2.7041451277628425,0.37200361495138123,5.036286640574303,0.972
BRCA,1562,KRAS,6,0.0038412291933418692,6,7.845855864659854,11.820933448930724,0.7069789926250287,22.93488790523642,0.975
BRCA,1562,MAP2K4,44,0.028169014084507043,45,11.122916505616725,-1.4679554399581676,-5.529462791259106,2.5935519113427707,0.249
BRCA,1562,MAP3K1,100,0.06402048655569782,141,9.721324825478522,4.05497600212221,1.755963771292354,6.353988232952066,0.997
BRCA,1562,NCOR1,51,0.03265044814340589,52,2.3378726485798533,2.7055488335461106,-1.073255958638498,6.484353625730719,0.916
BRCA,1562,NF1,38,0.024327784891165175,43,9.001887767423744,-1.434880504557647,-5.589596820446128,2.7198358113308343,0.263
BRCA,1562,PIK3CA,351,0.22471190781049935,380,38.42196348507753,0.715670291035984,-0.6916043579208067,2.1229449399927747,0.807
BRCA,1562,PIK3R1,24,0.015364916773367477,26,7.015118184872339,4.244010372007644,-1.0971638358073985,9.585184579822686,0.919
BRCA,1562,PTEN,62,0.03969270166453265,68,16.727468279109786,3.2735805077542466,-0.031977299878848786,6.5791383153873415,0.969
BRCA,1562,PTPRD,26,0.016645326504481434,26,2.0456879611707186,7.12862575662303,1.7874515488079883,12.469799964438073,0.995
BRCA,1562,RB1,33,0.02112676056338028,37,4.172069749345498,-2.503390875393599,-6.981771896920728,1.9749901461335302,0.16
BRCA,1562,RUNX1,36,0.023047375160051217,38,10.702552102561645,1.5577755541938814,-2.8613776232995107,5.9769287316872735,0.779
BRCA,1562,SF3B1,29,0.01856594110115237,29,2.4369248356133797,2.09679551789624,-2.960883717047607,7.154474752840087,0.802
BRCA,1562,TBX3,32,0.020486555697823303,33,4.6751739695329775,5.608812236809513,0.8671662636412663,10.35045820997776,0.989
BRCA,1562,TP53,482,0.3085787451984635,494,173.04775802193834,-2.958439020704901,-4.195556873616467,-1.721321167793335,0
CESC,305,AKT1,6,0.019672131147540985,6,2.736334728978113,3.1966836479872143,-7.737519500035546,14.130886796009975,0.713
CESC,305,ARID1A,11,0.036065573770491806,12,1.5903540413707977,4.946683647987214,-2.786702278621412,12.68006957459584,0.885
CESC,305,CASP8,12,0.03934426229508197,13,15.801560083936462,-4.252034300730735,-11.682309230813047,3.1782406293515786,0.119
CESC,305,EP300,32,0.10491803278688525,39,3.633338867186949,5.465914417217981,1.1718712513263654,9.759957583109596,0.978
CESC,305,ERBB2,10,0.03278688524590164,13,2.8628102330363725,-2.1751112238076615,-9.605386153889974,5.255163706274652,0.335
CESC,305,ERBB3,12,0.03934426229508197,13,3.2460232461229195,2.3633503146538786,-5.066924615428435,9.793625244736191,0.748
CESC,305,FAT1,20,0.06557377049180328,27,1.5774620888018298,-5.266279314975748,-10.424763352052736,-0.10779527789876031,0.057
CESC,305,FBXW7,33,0.10819672131147541,34,12.225635658796849,-0.40135556769906344,-4.999452601266797,4.19674146586867,0.427
CESC,305,HLA-B,7,0.022950819672131147,7,4.834442624934701,-0.6366496853461214,-10.760133756630863,9.48683438593862,0.463
CESC,305,KLF5,6,0.019672131147540985,7,3.8316652245661493,2.6490646003681633,-7.474419470916578,12.772548671652904,0.688
CESC,305,KMT2C,51,0.16721311475409836,63,2.9474647905177513,-1.7477607964572357,-5.12932302782642,1.6338014349119487,0.148
CESC,305,KMT2D,37,0.12131147540983607,57,2.6539021099909004,0.20545557781177592,-3.3488360536052535,3.7597472092288053,0.52
CESC,305,KRAS,16,0.05245901639344262,16,18.57039865451107,-1.2616496853461214,-7.959960871143458,5.4366615004512155,0.359
CESC,305,LATS1,7,0.022950819672131147,8,1.7455928443481064,-2.6366496853461214,-12.106656453350547,6.8333570826583045,0.306
CESC,305,MAP3K1,5,0.01639344262295082,5,0.7249267485340782,1.3633503146538786,-10.614020628886939,13.340721258194696,0.573
CESC,305,MAPK1,12,0.03934426229508197,12,8.9959521873292,1.8633503146538786,-5.870035611954748,9.596736241262505,0.671
CESC,305,NFE2L2,12,0.03934426229508197,12,18.537704290682708,-2.8866496853461214,-10.620035611954748,4.846736241262505,0.219
CESC,305,NOTCH1,17,0.05573770491803279,17,1.4589859858407688,8.12805619700682,1.6294967133440812,14.626615680669559,0.991
CESC,305,PIK3CA,83,0.2721311475409836,95,20.818650589519624,2.194929262022299,-0.5621126890003958,4.9519712130449935,0.94
CESC,305,POLRMT,8,0.02622950819672131,8,1.425591123356049,-3.1366496853461214,-12.606656453350547,6.3333570826583045,0.237
CESC,305,PTEN,17,0.05573770491803279,21,11.945500867180854,7.887159838463404,2.039300847443198,13.73501882948361,0.98
CESC,305,RB1,11,0.036065573770491806,14,3.3057908261461453,3.577636028939594,-3.5826239886527045,10.737896046531892,0.817
CESC,305,SMAD4,10,0.03278688524590164,11,5.280068217003354,1.636077587381152,-6.440878282594719,9.713033457357023,0.665
CESC,305,STK11,12,0.03934426229508197,16,10.108886364350786,1.4258503146538786,-5.272460871143458,8.124161500451216,0.66
CESC,305,TGFBR2,3,0.009836065573770493,3,1.4796818489471302,-14.303316352012786,-29.76487771129846,1.1582450072728872,0.022
CESC,305,TP53,18,0.05901639344262295,19,14.573055412663738,8.73177136728546,2.5842895732114313,14.87925316135949,0.995
CHOL,507,ARID1A,43,0.08481262327416174,43,8.547971726051678,0.48780017326799197,-2.793839486304921,3.769439832840905,0.647
CHOL,507,BAP1,21,0.04142011834319527,22,13.765374767435336,-1.8895782622499766,-6.470504790254514,2.691348265754561,0.216
CHOL,507,EPHA2,15,0.029585798816568046,15,6.582582488583203,0.21648234381063247,-5.328477931491906,5.761442619113171,0.541
CHOL,507,IDH1,29,0.05719921104536489,32,30.993653452268866,-0.7731009895227032,-4.5741584020575194,3.027956423012113,0.369
CHOL,507,PBRM1,16,0.03155818540433925,16,4.262714931101,-0.7418509895227032,-6.111125459773177,4.627423480727771,0.396
